Date,High,Low,Open,Close,Volume,Adj Close
2021-01-15,40.313331604003906,37.10533142089844,40.19200134277344,37.82400131225586,16302000.0,37.82400131225586
2021-01-19,41.79533386230469,39.41133117675781,39.513999938964844,41.66666793823242,13351500.0,41.66666793823242
2021-01-20,43.521331787109375,40.951332092285156,43.163333892822266,41.319332122802734,11220000.0,41.319332122802734
2021-01-21,43.52000045776367,41.09733200073242,42.388668060302734,43.158668518066406,11056500.0,43.158668518066406
2021-01-22,42.47600173950195,40.77399826049805,42.0,40.790000915527344,12573000.0,40.790000915527344
2021-01-25,42.13999938964844,38.62733459472656,42.01333236694336,40.96533203125,12499500.0,40.96533203125
2021-01-26,41.04666519165039,39.0,41.04666519165039,39.05533218383789,7641000.0,39.05533218383789
2021-01-27,37.048667907714844,32.538665771484375,36.866668701171875,33.14400100708008,25056000.0,33.14400100708008
2021-01-28,36.57666778564453,34.17333221435547,35.000667572021484,35.13399887084961,16110000.0,35.13399887084961
2021-01-29,35.82133483886719,32.900665283203125,35.33733367919922,33.400665283203125,15256500.0,33.400665283203125
2021-02-01,37.5273323059082,34.63666534423828,35.08599853515625,37.347999572753906,13749000.0,37.347999572753906
2021-02-02,39.15999984741211,37.46666717529297,39.132667541503906,39.04800033569336,10789500.0,39.04800033569336
2021-02-03,39.79666519165039,36.57133483886719,39.46666717529297,36.632667541503906,14184000.0,36.632667541503906
2021-02-04,37.60733413696289,35.52933120727539,36.336666107177734,37.53799819946289,8400000.0,37.53799819946289
2021-02-05,38.33333206176758,36.58533477783203,38.33333206176758,36.7226676940918,8242500.0,36.7226676940918
2021-02-08,40.133331298828125,37.44533157348633,37.461334228515625,40.133331298828125,17278500.0,40.133331298828125
2021-02-09,40.540000915527344,39.043331146240234,39.63666534423828,39.62200164794922,8659500.0,39.62200164794922
2021-02-10,41.3120002746582,38.37666702270508,40.66666793823242,39.996665954589844,15432000.0,39.996665954589844
2021-02-11,44.16466522216797,40.884666442871094,40.884666442871094,44.16466522216797,20781000.0,44.16466522216797
2021-02-12,46.01333236694336,43.00400161743164,43.487998962402344,45.77199935913086,15841500.0,45.77199935913086
2021-02-16,47.85266876220703,45.810665130615234,47.336666107177734,46.582000732421875,14367000.0,46.582000732421875
2021-02-17,45.7413330078125,42.138668060302734,45.099998474121094,44.01066589355469,19341000.0,44.01066589355469
2021-02-18,43.26599884033203,41.020668029785156,42.20333480834961,42.685333251953125,15594000.0,42.685333251953125
2021-02-19,46.518001556396484,44.223331451416016,44.64466857910156,45.798667907714844,23602500.0,45.798667907714844
2021-02-22,44.93600082397461,40.18000030517578,44.003334045410156,40.80666732788086,22419000.0,40.80666732788086
2021-02-23,40.74399948120117,35.069332122802734,38.496665954589844,39.978668212890625,27033000.0,39.978668212890625
2021-02-24,43.83333206176758,38.06666564941406,38.982666015625,43.74533462524414,17964000.0,43.74533462524414
2021-02-25,43.009334564208984,35.70333480834961,42.06733322143555,36.218666076660156,35817000.0,36.218666076660156
2021-02-26,39.70066833496094,35.8033332824707,37.94333267211914,38.71066665649414,29536500.0,38.71066665649414
2021-03-01,42.55799865722656,39.54999923706055,40.59199905395508,42.55799865722656,24520500.0,42.55799865722656
2021-03-02,42.9900016784668,38.45000076293945,42.939998626708984,38.54999923706055,19639600.0,38.54999923706055
2021-03-03,38.9900016784668,34.81999969482422,38.900001525878906,35.0099983215332,21569600.0,35.0099983215332
2021-03-04,35.189998626708984,28.440000534057617,34.83000183105469,29.979999542236328,34124200.0,29.979999542236328
2021-03-05,32.959999084472656,27.729999542236328,32.220001220703125,32.75,30865700.0,32.75
2021-03-08,32.93000030517578,27.5,32.709999084472656,27.520000457763672,28598100.0,27.520000457763672
2021-03-09,33.08000183105469,30.0,30.34000015258789,32.45000076293945,19877900.0,32.45000076293945
2021-03-10,34.189998626708984,30.6200008392334,34.189998626708984,30.719999313354492,19847700.0,30.719999313354492
2021-03-11,35.040000915527344,32.849998474121094,33.29999923706055,34.470001220703125,18935100.0,34.470001220703125
2021-03-12,33.59000015258789,31.850000381469727,32.52000045776367,33.41999816894531,17007000.0,33.41999816894531
2021-03-15,35.630001068115234,33.18000030517578,33.79999923706055,35.56999969482422,15325300.0,35.56999969482422
